Name,Comment,Likes,Time,Reply Count
@ANDROLOMA,"Dude, would you believe me if I said I've been using cannabis to help me sleep before your parents were born?",0,2023-10-12T13:12:56Z,0
@Ookami20,Weed literally helps me live and deal with everything cause everything and everyone can and will piss me off or cause me stress,1,2023-10-12T13:12:50Z,1
@ANDROLOMA,"Yeah, me too.",1,2023-10-12T13:13:22Z,
@boristheblade2574,It looks like it also drastically lowers your testosterone looking at this guy.,0,2023-10-12T13:12:23Z,3
@ANDROLOMA,"Do yourself a favor, and don't look at that guy.",0,2023-10-12T13:13:45Z,
@user-lc4fe5mv3y,Weed does lower testosterone lol,0,2023-10-12T14:31:30Z,
@ANDROLOMA,"@@user-lc4fe5mv3y Yeah, I read that many years ago. My question is how much? I smoke weed, I lift, and I feel good. I like lifting. I like weed. I do both.",0,2023-10-14T13:54:26Z,
@insertnamehere8723,The problem is the dependency that turns into addiction. It just seems like a short-term solution to a long-term problem.,0,2023-10-12T13:10:53Z,2
@ANDROLOMA,Weed isn't addictive. It's an indulgence.,0,2023-10-12T13:14:28Z,
@insertnamehere8723,@ANDROLOMA  it literally alters the chemistry of the brain. Marijuana dependence occurs when the brain adapts to large amounts of the drug by reducing production of and sensitivity to its own endocannabinoid neurotransmitters. Marijuana use disorder becomes addiction when the person cannot stop using the drug even though it interferes with many aspects of his or her life. You're in denial.,0,2023-10-12T13:22:13Z,
@MagicalMidgetPete,"People really really need to stop treating recreational cannabis as if it’s medical by nature. Medical cannabis is medical because of conditions that can benefit from it. You don’t just take random medicines for random problems, that can cause problems with any drugs.",0,2023-10-12T13:10:14Z,1
@ANDROLOMA,"You, dear sir, need to stop telling other people what to do and what not to do.",0,2023-10-12T13:15:15Z,
@Invalidinput,"The dude had me until he said there's more cannabis shops in Canada than fast food... Stores that sell just cannabis to stores that sell a cannabis product along with 10,000 other goods.",0,2023-10-12T13:09:54Z,0
@Vorundor,"I used to smoke a bowl or two every day for years and when I stopped, it took SO LONG to actually fall asleep. Now, I rarely, if ever consume weed and I sleep okay. I still wake up a couple of times a night but its getting better.",0,2023-10-12T13:09:20Z,0
@sorengraymusic,"Here I am, high at 5am trying to go to sleep but watching this video instead 🤷‍♂️",0,2023-10-12T13:07:24Z,0
@edwardtaylor6754,I'm a life time smoker and I have dreams all the time 24 7 high and ur wrong for sure so go smoke sum bud bud,0,2023-10-12T13:06:26Z,0
@crazykhespar8487,An issue that generates tolerance increasing is usage during the day. Using cannabis in small amounts before bed should be researched- Ive smoked around .1-.5 gs before bed for years.,0,2023-10-12T13:04:57Z,0
@NerdRiots,"I love in Texas, I use to be an alcoholic but decided to switch to delta 8 and every other version that legal here. At first it's helped me out a lot but I realized I have an addicted lifestyle and it's taking its toll on my mental health were I just locked my weed away after 2-3 months of constant and overuse, don't let people tell you weeds not addictive, it's the person who makes that choice. 

I'm going to try to take a week off of it and this really help knowing how my sleep will be.",0,2023-10-12T13:03:39Z,1
@ANDROLOMA,Weed's not addictive. You're just weak.,0,2023-10-12T13:16:18Z,
@tafty1987,"I'm just starting to dream again, the withdrawals are horrible. I wake up tired 😴.",0,2023-10-12T13:02:26Z,0
@matt3ew699,I had a problem with sleep. But it wasnt not sleeping long enough or sleeping too long its that i wouldnt wake up to my alarm. So i bought a fit bit and learned that i didnt get any rem sleep at all. I would never dream. So i would be in deep sleep all the way through the night. This was before i tried any drugs or alcohol.,0,2023-10-12T13:02:00Z,0
@GojosBackHand,Does not make sleep worse😂,1,2023-10-12T13:01:28Z,0
@facelessvaper,"I live in backward Britain, although Medically legal[grey] it's well expensive to get hit & miss services without selling your soul (medical data). I used, hash [sleep. pain, adhd] daily for a decade (90's)but that fell out of favour in the UK now it's crazy strong ditch on the street which is not good for anyone imo a tiny amount & paranoia city. All I want is a nice bit of blue cheese, I do miss blue cheese.",0,2023-10-12T13:00:13Z,0
@crazykhespar8487,"As someone who re-experiences terrible shit like seizures, sexual assault, psychological torture as a child (locked in closets for long periods/whole days) and slamming head on into other cars at 60+ mph, removing REM is nice.",1,2023-10-12T12:59:10Z,0
@Fromros,Could you explain why I get sick easier every time I stop smoking,0,2023-10-12T12:58:58Z,0
@arcticrunning8370,You seem like a wery reliabe source 😂,0,2023-10-12T12:58:09Z,0
@leeannbrady4755,"I have fibromyalgia...its gotten worse in the past 4years from several car crashes, surgery, stress,  covid twice....ect. my Dr's put me on 11meds, switched different meds & my health has declined more with extremely bad med interactions & med side effects. I Finally got my MJ card. I HATE feeling drunk/high(pain killers from surgery). I make sure I take the lowest THC possible. I'm only on 1 med on the daily now. 3 others if the pain is bad/as needed. All that being send....my extreme insomnia has improved about half with light thc smoke/oral. The strongest sleep meds (ambien, Lunesta, trazodone...tried them all) only worked for a year but also keeper me in a haze all day. I let my MJ card lapse to see if my insomnia improved(no mj at all). And it's did get bad like before MJ. I'm going on 4 days only 2hours of sleep a day & then crashing the whole day sleeping. I've lost & can't keep a job because I can't sleep. I dream great on MJ. So yes...sleep is crap off MJ, but its no better or worse. I can't say to bad sleep cycle on MJ. I haven't had a sleep study done but at least I get sleep & I'm functional the next day.",0,2023-10-12T12:57:01Z,0
@Fromros,I stopped smoking weed and my sleep isn’t the same but I began to dream again,0,2023-10-12T12:56:45Z,0
@trevorbarham503,"As someone who has suffered from insomnia for decades, I have always used marijuana to help me sleep. This video couldn’t have been more accurate to what my own experience has been. I’ve recently been prescribed Ambien, so I have stopped using before bedtime.  The difference in the quality of my sleep has been pretty profound. Fantastic video",8,2023-10-12T12:53:41Z,1
@maxk880,"Build off ambien and never use any psychiatric drugs ever again. Once you get dependent your personal hell will begin. Your dose will stop working and you'll need to either use more of it or take another and then use more of that. It never ends. Take up boxing, running, weightlifting, whatever. Only natural remedies will help you. Psychiatric medicine will ruin your life. Watch Andrew Huberman Lab first 15 podcasts before you stop so you can learn good habits.",0,2023-10-12T17:16:24Z,
@MegaSnippezz,"I found marijuana has had a negative impact on sleep, I never wake feeling rested after smoking or taking an edible, always groggy; although I never feel rested anyway after sleep.",0,2023-10-12T12:53:26Z,0
@geokou7645,This looks like the most family friendly science channel and then you see the videos they post,1,2023-10-12T12:53:09Z,0
@ReiverBlue1971,"I smoke to deal with my ADHD but I also have EUPD (Emotionally Unstable Personality Disorder). EUPD means you can experience emotions at an order of magnitude greater than would be considered normal (anger is rage, happiness is euphoria) and you can swing from one to the other nigh on instantly. This is normally caused by childhood trauma triggering the long term exposure of the Amygdala to Cortisol, damaging it. The Amygdala, as said, regulates emotion before being processed by the prefrontal cortex/higher brain functions, but with this damage it goes into overdrive hence the difficulties with emotion (my own issue being extreme anxiety/fear). Weed stops me feeling so much AND slows my brain down enough that ADHD becomes less of a nightmare. Many ADHD suffers have their circadian rhythm disturbed (I get tired at about 3-4am and can't get up much earlier than noon!) but weed allows me to at least get to bed earlier.....I just need to find out how to get up earlier now :P Much that I enjoy it, I'd rather I didn't HAVE to smoke as I can't deny it leaves me ""blunt"" (pardon the pun) and lazy for the rest of the next day (and it also costs a fortune!).",0,2023-10-12T12:50:48Z,0
@Otaku_Insight,"Wew... Lot of coping in the comments from daily stoners. 
Too much of anything is bad for you - no one is telling you to stop 🙄",0,2023-10-12T12:49:47Z,0
@CowgirlSamurai,I'll just have to deal with it cause I have seizures and I use cannabis to help prevent them and I can have seizures every 20 minutes so I guess I will just deal with the side effects,0,2023-10-12T12:47:13Z,0
@fountastic,Your sources and way of quotation are bad.,0,2023-10-12T12:43:55Z,0
@interdimensionaldrift,I vividly dream and I only smoke before bed,0,2023-10-12T12:43:54Z,0
@junainsarlie9746,"Ive literally beenn trying to look for a video about this.
I haven't had dreams for about 3 years just very occasionally and id say im a heavy smoker but i have been wanting to see if stopping for an extended anount of time would do good",0,2023-10-12T12:32:40Z,0
@soadsam,im not gonna lie i cant handle my dreams when i try and not smoke before bed. the dreams are so stressful and i wake up in a cold sweat. too many dreams about being arrested and they feel way to real in the moment.,0,2023-10-12T12:31:51Z,0
@davidwalker8627,"You got a dislike for saying ""the nom-psychoactive component"" thats wrong on so many levels. Cbd can be felt, there are other non-psychoactice canabinoids, and there are non-psychoactive chemicals that are not canabinoids such as water. Fail.",0,2023-10-12T12:31:35Z,0
@paulweiler8967,"Very interesting 🤔
When I used to smoke weed I could never ever go to sleep high 😅",0,2023-10-12T12:31:17Z,0
@njalbjorn6880,I just started a tolorence break cuz I was up to needing a 100mg edible to get high. Rockin about 12 hours of sleep this week so far,0,2023-10-12T12:25:35Z,0
@MaksymilianWasilewski,I have been a smoker for 5 years now since i was 14 at first i was having dreams daily but they stopped around when I was 17 i was confused to why this would be as I did not change anything apart from smoking more as my tolerance has grown. This video has helped me by not making me think it was a health issue ❤😂😂,0,2023-10-12T12:22:47Z,0
@Wardr0p,I find that it significantly reduces my lucid dreaming.,0,2023-10-12T12:21:26Z,0
@nogum9763,"i will pay you 75 bucks if you grow and blonde a hulk hogan mustache, i have nerver seen any of your videos before, and this was my first thaught the moment i saw you.
yes i am high",0,2023-10-12T12:20:06Z,0
@kathiehope,"I have prescribed weed for anxiety and pain. While I don't technically have insomnia, these issues definitely impact my sleep. I think cannabis helps me sleep mostly by helping quiet my mind and ease my pain. I think I also find myself waking up less during the night, when in the past, pain would wake me up whenever I tried to roll over. I do think I wake up groggier the morning after consuming though, and wake up easier if I haven't had any the day before.",0,2023-10-12T12:10:12Z,0
@optomysticartist7768,Nah I have mad dreams bro I can vaguely remember the adventure I went thru each night and I been smoking for 13 yrs and I can go to bed no problem wen I quit cuz I’ve had to quite a few times over the years and I sleep for like 9 hrs every night so none of this is true it’s just people reacting differently cuz evereryones body’s different mine reacts to weed no problem I’ve been smoking since 12 I’m 25 now and I always got good sleep even wen I had to quit for months,0,2023-10-12T12:09:35Z,0
@MrEagorath,"study is a little bit missrepresentative.
The study is made out to seem like weed causes insomnia, but it's insomnia (usually) that triggers the usage of weed or it's component.
the worse the insmonia the more active usage.",0,2023-10-12T12:09:03Z,0
@chonkychungus,thank you :3,0,2023-10-12T12:08:15Z,0
@werr3222werrr,"I can’t sleep when I’m high, source it’s 6am this is the third time in the last week I’ve skipped a night of rest",0,2023-10-12T12:07:49Z,0
@cruxauraa5210,"For my entire life I almost never remember my dreams, I can count on one hand how many times I've remembered a dream. I also have really bad insomnia and I didn't start smoking till 2 years ago and my insomnia is pretty much gone when I'm high, but would that really change anything about my REM sleep considering I already have terrible REM sleep?",0,2023-10-12T12:03:12Z,0
@henrylovespies,"I really appreciate how balanced and informative your videos are, your content on sleep and weed have been enormously helpful to me in finding a healthy relationship with weed. I'd say I smoke or use edibles 2/3 times a week some months of the year then always have periods of a month or 2 where I don't consume any. So far it's working quite well for me!",11,2023-10-12T12:02:24Z,0
@TheNosiyoung,"This is wild, I just decided yesterday that would take a break because I noticed I was not feeling as mentally elastic as I once was. Glad to see the science backs that up!",23,2023-10-12T12:02:15Z,3
@hybrid9mm,"I stopped for this reason (and I was spending way to much) pleased to report it worked great and after my body settled out I’ve not gone back to smoking it daily, I keep it for special occasions etc (I don’t drink so you need one vice right lol).
Good luck and peace.",1,2023-10-13T16:22:42Z,
@poppachoppa8956,@@hybrid9mm that is definitely the way to go,2,2023-10-13T18:24:42Z,
@hybrid9mm,"@@poppachoppa8956 it’s not going to work for everyone and I would support any choice people make, I’m a firm believer in you do you (just don’t hurt yourself).
I have no complaints, I have a clear mind and a smoke to look forward to on my birthday, Christmas and new year and the extra money I’ve saved is a bonus.",0,2023-10-13T20:46:50Z,
@elfenmilch,I smoke once a week. Every time I wake up I feel a bit dizzy but more rested then usual.,0,2023-10-12T11:58:08Z,0
@bongo7721,ive been smoking weed for about a year and i went to the hospital because i had stuff stuck in my abdomen and i was puking alot and when the doctors asked me if i used drugs i just told them nicotine and weed thinking it wouldnt be the worst i do but i get my bloodwork done and everything and all they said was to take zofran and quit smoking and thats why stuff is stuck in my stomach it wasn't the stool that was felt by my other doctor before i was told to go to the hospital it was the weed i last smoked Sunday night and got sick tuseday morning,0,2023-10-12T11:55:49Z,0
@alidarivera5836,"Here is my experience with this:
I can totaly agree with the rebound. I smoked for 6 months abt 1.5 - 2g a day. After about 2 months i needed to smoke alot more to be able to sleep. When i had my first tolerance break after the 6 months, i slept horrible for the first 2 weeks. But after that i noticed my over all sleep was way better. I took melatonin to help me fall asleep but that lead to panic attacks in the night. 

I can also notice now that, if i smoked alot before sleep i am having a harder time fully waking up the next morning compared to if i didnt smoke",0,2023-10-12T11:54:57Z,0
@onesunghero,I'm a heavy smoker and dream and sleep just fine.,0,2023-10-12T11:53:24Z,0
@Dirpitz,"I had insomnia, recently got medical weed, I haven't slept like this for as long as I remember, I fall asleep and I wake up 8 hours later without waking, before this even if I could get sleep it would be like 2 or 3 hours then wake again.  I have no idea about the REM sleep thing it all seems the complete opposite of what I have found. Honestly it sounds like whoever wrote this has NEVER been diagnosed with insomnia",1,2023-10-12T11:48:01Z,0
@justanotheropinion5832,"If I stop smoking for 2 weeks, I’m only able to sleep 15 minutes every 2-3 nights.",0,2023-10-12T11:44:17Z,0
@shantanupanwar6164,Terrifying nightmares,0,2023-10-12T11:41:48Z,0
@GrandLotus-Iroh,All that over a correlative study? Gtfo,0,2023-10-12T11:40:51Z,0
@coquio,watching your videos at playback speed x1.75 because I need them asap,0,2023-10-12T11:40:04Z,0
@chris071810,You got that freds from scooby doo hair cut,0,2023-10-12T11:35:36Z,0
@DreamskyDance,"In personal experience it helps me tremendously with sleep. I had breaks of not using it for long periods of time, few months at the time to few years at the time, and i never got enough sleep or rested in that times.
For me it is not so much about falling to sleep as is the quality of sleep, with marijuana i get completely rested and wake up refreshed for work after 5 or 6 hours of sleep while without it i wake up like somebody beat me up in my sleep every morning, i am sleepy at work and have to drink about half a liter of coffee before noon to even function.
Also, i am and always was very vivid dreamer...without marijuana i dream and remember dreams literally every night multiple times at night, and yes it is cool sometimes because those are experiences and sort ""trips"" the likes of which i never had even close under the influence of marijuana ( which is supposed to be a bit of psychoactive substance ), which is funny because it turns out my sober brain sleeping is the most potent recreational drug for me. But that impedes my sleep and rest significantly.
I take breaks in usage, due to circumstances most often, but the funny thing is if i would want to take a break on purpose i would have to do it while i am on work leave for holidays or something because it boosts my productivity so much by giving me solid and healthy sleep.

Edit: its interesting that CBD counteracts the caffeine blockage of certain receptors. Maybe i should start using CBD to counteract that effects of caffeine, like few hours after drinking coffee or something...",0,2023-10-12T11:35:28Z,0
@vangledosh,"I used to sleep high but now I won’t smoke within 3 hours before my regular bedtime. Also I find it much easier to sleep during the “afterglow” period of being high compared to being regular high. I get dreams now too which is nice, some even lucid.",0,2023-10-12T11:33:25Z,0
@countdown4100,"Weird, as an on/off daily user, I've never noticed any effect on my sleep, one way or another.",0,2023-10-12T11:30:33Z,0
@lineikatabs,I'm a huge fan of weed. I've stopped recently because I've noticed it degrades my sleep quality and I feel horrible the next day.,0,2023-10-12T11:28:00Z,0
@Eternalsunshinejewelry,I'm glad you also use cannabis so you have a more personal experience with the statistics,0,2023-10-12T11:25:44Z,0
@grindeyyyyy,I dream more vividly,0,2023-10-12T11:24:03Z,0
@DannyLPsXL,I am currently on a cannabis break an I am so much struggling to sleep... I feel hot then cold. Permanent thoughts and unable to find rest - it's terrible,0,2023-10-12T11:21:27Z,0
@davidsalcedo6333,I was smoking weed daily for about a year now and I stopped last week. I can definitely say I’ve had some wild vivid dreams that I wasn’t having when I was regularly smoking. I can also definitely say that my anxiety has gotten so much worse after the smoking. Im taking a break specifically for my anxiety and health now and while it is difficult I have found that my sleep and anxiety are slowly getting better. I’d love to see more videos like this specifically ones exploring the mental health toll weed has on a person. I’ve seen many people from both sides say it has either “cured” their mental health issues or have made them worse. But I would like to see what the research says in regards to that.,3,2023-10-12T11:21:01Z,0
@miguelgauthier2860,The people who quit can say theyre life is better but theyre in denial lol. Weed is geat been a smoker for years and it hasnt affected my life like alot of these bozos,0,2023-10-12T11:17:43Z,0
@alfblack2,thank you for diving into this. It has been a question in my mind.,0,2023-10-12T11:15:07Z,0
@up2sum152,Can I ever get back to normal sleep after quitting for good? I have vivid nightmares almost every night after heavily smoking for about 4 years. I just want to feel normal and get good sleep. What are my options?,0,2023-10-12T11:14:14Z,0
@gameboycolorfan3111,I dont want to or never think ill ever try nor smoke weed tbh just because others do it dont mean i have too if yall feel pain take meds tbh,0,2023-10-12T11:11:56Z,0
@KingKevo_,"Looks like I need to smoke before bed, without it, I can’t sleep",0,2023-10-12T11:10:18Z,0
@JBBost,"As a way to manage anxiety, I think it's a fair trade off by every metric.  Sure, the overall top end of my brain is a bit limited, but anxiety limits it waaaaay more so the returns on smoking the weed are totally in the black for anxiety and depression -- imo and my o ain't a doc, so anecdotal it as you will",0,2023-10-12T11:09:59Z,0
@kroooassant9899,I think as we know there are several depth levels of sleeping and I believe that marijuana just rockets you to the deepest stage. The only things that give me insomnia is if I do hard cardio workout or if I drink coffee late in the day.,0,2023-10-12T11:06:04Z,0
@unknowncompany4479,"This could be due to mental issues such as ADHD but, i have vary vivid dreams. I almost always remember them even hours after ive woken. With the catch being, i smoke weed constantly. Every few hours im out taking a hit or 2. And im in a position to do that, if i had a regular 8 hour shift at some joint i wouldnt be able to smoke so much. But i do, and my dreams are still just as vivid. I wonder what the cause is.",0,2023-10-12T11:04:35Z,0
@zwenkwiel816,"As a wise man once said :""smoke weed every day""",0,2023-10-12T11:03:35Z,0
@stefanosanasi2268,"for me it's the opposite, I dream a lot when I smoke before bed",0,2023-10-12T11:02:43Z,0
@suoquainen,Thanks for making a video about it.,0,2023-10-12T11:02:16Z,0
@johnmoe7851,My mother suffered extremely bad nightmares. She would scream very loudly and was unable to awake from the terror that haunted her. This was nearly every night and lasted for at least 20 years. Prescription Medicine produced nothing but many years of a horrible addiction. I introduced her to marijuana in 1975. Each evening she would take 2-3 hits from a joint and sleep like a baby. This is when I was certain that marijuana had medical value. She slept soundly with never again having nightmares. I thank God for this.,1,2023-10-12T10:58:56Z,0
@srt_yt,Looks like Trans are harmful,0,2023-10-12T10:56:58Z,0
@Mattinbabylone946,"Everyone react differently to every substance in the world. I've been smoking weed for the last 25 years on a daily basis, I don't only using it to fall asleep but to relax and use my brain differently. Let me explain: I've been anxious and hyper active since I was a teenager, I'm now 40 y old and weed has always been on my side. I can still have a normal conversation, even deeper than when I'm sober. I can still manage my 3 kids even better cause I don't get nervous or angry with them as much. But it's clearly not for everyone, each of us need to find is own thing.

But One thing for sure, Weed is not a drug, it's a medicine!",0,2023-10-12T10:55:57Z,0
@cdlg000,"In conclusion to much of anything is bad. Being addicted to weed is very real, not okay or normal. 
Yes you can be addicted don’t try and fool yourself.",1,2023-10-12T10:55:21Z,0
@slimjim1104,Ambien marijuana and caffeine junky here. I rest well and am up at 5am everyday to workout before work. In my mid 40s and been smoking for 20 years. Not heavy but daily. Booze is the worst for sleep.,0,2023-10-12T10:54:10Z,0
@Negafly,"I've suffered from night terrors every night since I was a kid and I never got a full night's sleep for just over 20 years. Just the act of trying to go to sleep started triggering an anxiety response even now when I'm almost 30. I started taking cannabis oil when it was legalized in Canada and I haven't had a terror or sleep anxiety since. But I'm also extremely strict with when and how much I take. I'm very much in the camp of ""at least I'm getting sleep at all""",0,2023-10-12T10:52:38Z,0
@yen4407,it sucks that we still dont fully understand thc or cbd,0,2023-10-12T10:52:34Z,0
@UrielSepsis,If you use it as a sleep medicine... it has to be dosed like a sleep medicine - although it still won't kill you even if you overdo it tenfold... Probably still better than sleeping pills. ^^,0,2023-10-12T10:52:24Z,0
@alexwatts9515,"As someone that formed insonmia later in life, marijuana has worked wonders on helping me fall/stay asleep",0,2023-10-12T10:52:09Z,0
@yen4407,great video thank you guys for educating us,0,2023-10-12T10:45:48Z,0
@MuirGreg,I've been smoking daily for 20 years and I sleep like a log. I pass out immediately and I dream. Nothing in this video happens to me.,0,2023-10-12T10:44:59Z,0
@miguelnascimento2847,"For me it does help me fall asleep faster, problem is that I wake up tired while if I don't use cannabis before sleeping my sleep does what it should do. Also it seems impossible to dream if you use it before sleeping. After smoking it daily for more than a decade I can for sure say that whatever it gives that is good is nothing compared to what it takes. It robbed me of motivation, it made me dependent on it to get sleep and it took away any will to deal with boredoom in any productive way. I still smoke on special ocasions but to do it daily is to rob yourself of your own life if you use it like I did at least",0,2023-10-12T10:42:43Z,0
@jamesflameson,I have a lot of experience with using THC and CBD for sleep and then not using it for a while. In my experience CBD makes my sleep quality just as bad if not worse than THC. Discovering this has really helped me with staying off weed and not going back to daily smoking.,0,2023-10-12T10:41:10Z,0
@soldaatjhu,Is everyday considered as a regular basis??,0,2023-10-12T10:40:44Z,1
@Otaku_Insight,Obviously.,0,2023-10-12T12:48:14Z,
@yen4407,you are ruining sleep in the long run thats the truth its not very beneficial whatsoever us potheads need to be aware of the consequences of taking this magical leaf on a regular basis.,0,2023-10-12T10:40:04Z,0
@MoTaRollup,Mad confused I smoke everyday but I swear I dream every night,0,2023-10-12T10:39:27Z,0
@Strawberrypocky911,"""ton available"", well not in Aus xD!! Stativa strains from my plug only come one per year and sells out within 1.5 weeks, the rest of the year it's only Indica 😒",0,2023-10-12T10:39:20Z,0
@redcastlefan,"Imo weed is worse than heroin. Not cuz its actually worse but cuz its reputation seems to be mostly spotless for the general population making it dangerous. I think when someone considers taking crack for example they expect stuff to be flipped upside down but with weed everyone treats it like its drinking a cup of tea. NO, its a psychoactive drug that should be used responsibly and sure as hell is addictive.",1,2023-10-12T10:37:06Z,0
@yen4407,ive known it makes sleep shit its not a good sleep aid at all it disrupts natural sleep patterns and makes tryna go to sleep a psychological war,0,2023-10-12T10:36:25Z,0
@RaphaelAmbrosiusCosteau,Yeah it’s crazy how weed affects your dreams. I recently stopped after pretty heavy use and now my dreams are so much more vivid. I honestly think I didn’t even dream at all when I was smoking,0,2023-10-12T10:36:11Z,0
@Bad.Example,I am always baffled by people who smoke weed to help them sleep. Many hours after smoking I can not fall asleep. I can lay in bed for hours while my mind wonders away. Just one of the many reasons I quit mj,0,2023-10-12T10:34:34Z,0
@sethnaugle984,"Damn, I dream every night pretty much almost instantly and my dreams are ridiculous and I smoke regularly. Maybe it's the structure of my adhd brain. Honestly without weed it's hard to sleep because my brain running a mile a minute.",0,2023-10-12T10:34:32Z,0
@josiahamaze,I've been smoking for 17 years. Every day. I cant wven understand what life is like without weed,0,2023-10-12T10:32:36Z,0
@Destiny975_Hollow-Finkelhuben,"Was can you maybe make a video about what happens when you stay awake regular for one-to-many nights on amphetamine followed by 3 four more days sleeping and then again staying awake for a while, I mean I'm sure it doesn't do any good but would be interesting🤔🥱🥴😮‍💨🧠🛌😴💭💤🤔normally I have no dreams when I smoke weed what I do always but in those long sleeping periods I will dream wake up eat go again to sleep and continue the same dream just as if it was paused. 🤷‍💭🤔🧠🤷‍😏✌",0,2023-10-12T10:32:33Z,0
@MrJesseBell,"The negative side effects of starting and stopping and constantly worrying about it, outweigh what these studies suggest. Cannabis users do achieve REM, and although it’s not for as long, the amnesia of what they dreamt is more likely than the suggestion that they didn’t at all. Get to bed early and sleep according to lunar cycles, you will find a homeostasis.",0,2023-10-12T10:30:51Z,0
@DrKillShotEsquire,When I play video games on weekends they make my mind race and when it was time for bed and I was unable to sleep. I started using a 5Mg CBD/ 5Mg THC drink and after 1-2 hrs I'm out like a light and have a great night sleep.,0,2023-10-12T10:28:46Z,0
@eggplant9479,🍆weed is life♥️,0,2023-10-12T10:24:20Z,0
@ToPlantASeed1,"What can you say about how the time of the day at which you use cannabis effects this? If you smoke in the late afternoon (around 5PM), will these effects be the same compared to smoking in the evening (around 9PM)?",0,2023-10-12T10:23:15Z,0
@maximilianschafer4152,Funny thing is that i smoke to sleep better and my dreams are vivid af i even sometimes lucid dream and i smoke allmost 1.5g daily,0,2023-10-12T10:23:11Z,0
@fahlez,"When I smoke, it's impossible to fall asleep for like 2 hours, then it's easy, but in the morning even if I sleep for 10 hours I'm tired as hell and feel horrible, literally depressed.",0,2023-10-12T10:22:36Z,0
@ChristoKiwi,CBD is so great for sleep,0,2023-10-12T10:21:06Z,0
@CaviarsAndMeths,What about using Xanax for insomnia??,0,2023-10-12T10:17:53Z,0
@NicoDsSBCs,"Good video. I'm unable to fall asleep naturally for 8 years. This because of brain damage from weed but also from epileptic fits and alcohol and drugs when younger.
I started smoking wed when I was 14 and that's just way too young.
My advice, don't smoke weed until your brain is fully grown/adult.",0,2023-10-12T10:15:51Z,0
@yourfather8865,"I've always had bad sleep, not necessarily insomnia but it'd take about an hour or two before I'd sleep. Now i'm a daily smoker, but on most days i'll refrain from smoking about an hour/hour and a half before I go to sleep. I find it great because I fall asleep fast, but I still dream, altought not a lot (but i've never had lots of dream anyway).
I also used to have parasomnia almost daily (strong ones, screaming, punching, getting up or even running) but since i've started smoking it's been gone and the most I get is a bit of screaming for a few seconds, and even then it's pretty rare. Maybe weed isn't the only reason but I'd say it helped me",0,2023-10-12T10:14:32Z,0
@stephanieortiz3393,"I guess I'm one of the lucky ones because I've been a heavy user for years and I have soooo many dreams and get a good night sleep every night. Even when I stop smoking for an extended period, there is no change to my sleeping pattern.",0,2023-10-12T10:13:22Z,0
@0fficialr3d,"I have been smoking indica for 11 years now. I sleep great always wake up refreshed and ready to go, i dont dream anymore tho. My memory is still great i can remember the most random and unnecessary stuff. Only thing ive noticed is that im less likely to go out in big group's because the weed makes me nervous, not really anxious. Anxiety is what i get when i try to flirt with someone way of of my league. But then again weed gives me some peace in my head, it makes my head chill. I also get a better attention span which is great if i have to study.",0,2023-10-12T10:10:35Z,0
@dabznslugg9492,"Honestly didnt dream for more than 10 years due to heavy weed smoking,  i stopped smoking for 1 year and started dreaming again i relapsed, and now i cant dream again 😫",0,2023-10-12T10:09:01Z,0
@Sifu369,"Cbd is more dangerous, Salvia divinorum, the white sage made a hidden movement.",0,2023-10-12T10:08:58Z,0
@Sifu369,"Cigarettes are worse! Who has died from pot use? Nobody. Who has died from cigarettes? Millions! Wake up people, i would rather see you all as pothead than tarheads!",0,2023-10-12T10:05:46Z,0
@krsakil,Studies are B-S. Weed is so much more cannabinoids than THC and CBD. Dose and ratio make huge difference also administration method (digested or inhaled). That's why you cannot use one strain to do all and for everybody. Humans are different one from each other.,0,2023-10-12T10:04:35Z,0
@farazshaikh4967,Thanks for the unbiased information on this topic. It can be incredibly challenging to comprehend the information about pros and cons of using something when one regularly enjoys using that.,0,2023-10-12T10:03:29Z,0
@jackmitho9847,"Day 12, way more addicted than I thought.  Sooo many nightmares this week. Finishing at least this full month sober no matter what!",0,2023-10-12T10:02:33Z,0
@Krisnina,"THIS is the video I needed!!! I was thinking about this recently. I've been consuming a lot before bed, and I do realize I've been lethargic and groggy throughout the day. I was wondering if it had anything to do with the weed. I never fall in the goldilocks zone of sleep hours. Taking a break would definitely be ideal for me. And yes, though it's not an addiction, there is definitely a dependency developing in me, and it would be good for me to step back before I climb the other end of the U-shaped graph.",2,2023-10-12T10:02:30Z,0
@austincrowmusic2378,I agree. I’ve been smoking 5 times plus a day for a decade now and I haven’t dreamed except rarely and I so miss it lol. I’m quitting for two months :),0,2023-10-12T10:02:19Z,0
@katiemorash5645,Tobacco + weed. That combo ruins what weed once was to the user. I think that would be an interesting topic to cover. “Poppers” or “yettys” cause one to never go back to just weed and they’re very addictive.,0,2023-10-12T10:00:22Z,0
@BeePoetic,"I was interested in if you’ve done any research into CBN. It’s been a useful cannabinoid for me when mixed with CBD and a bit of THC.
I have pretty bad Sleep Apnea, so I don’t often stay within a healthy sleep pattern. I have interesting and quick dreams, but since I hardly stay asleep, they don’t vary too much with my usual cannabis use. But when I use CBN, I fall asleep and stay asleep. I’m excited for more research to help us find what works best with our individual systems 💜",0,2023-10-12T09:57:50Z,0
